16,10.8,9.2,12
10.7,10.2,8.6,9.833333333
10.9,8.4,12.5,10.6
10.8,9.3,8.1,9.4
13.8,10.1,8,10.63333333
13.1,11.4,6.8,10.43333333
12.2,12.3,6.4,10.3
13.4,14.2,6.3,11.3
13.7,14.7,9.4,12.6
13.3,15.1,7.1,11.83333333
13.6,16.8,5.8,12.06666667
11.9,12.3,6.1,10.1
11.3,15.1,7.9,11.43333333
12.3,13.5,11,12.26666667
13.8,11.8,8.5,11.36666667
15.5,12.1,11.2,12.93333333
11.9,12.6,9.5,11.33333333
8.9,16.8,11.2,12.3
10.9,12.8,9.8,11.16666667
8.2,12.7,7.4,9.433333333
7.7,14.4,5.4,9.166666667
13.9,7.4,5.7,9
11.1,6.2,6.5,7.933333333
13.8,10.1,4.3,9.4
12.6,11.9,7.4,10.63333333
8.3,10.3,9.7,9.433333333
12.6,6.8,5.9,8.433333333
10.1,7.7,9.1,8.966666667
11.6,11,9.9,10.83333333
15.2,14.4,9.3,12.96666667
14.7,15.3,4.4,11.46666667
10.5,15.8,5.1,10.46666667
15.1,18,7.8,13.63333333
15.4,18.9,8.1,14.13333333
10.7,18.8,7.1,12.2
12,18,11.3,13.76666667
