0.1108107,0.0559918
0.118739775,0.05921835
0.119181412,0.059398064
0.08206275,0.0442935
0.116460821,0.058290984
0.12133275,0.0602735
0.124631673,0.061615919
0.121242175,0.060236643
0.120344705,0.059871439
0.11743846,0.05868881
0.142732336,0.068981557
0.1195425,0.059545
0.1190805,0.059357
0.119272727,0.059435222
0.1195425,0.059545
0.113160317,0.056947921
0.049861061,0.031189783
0.065680958,0.037627316
0.1090782,0.0552868
0.14888941,0.071487033
0.116557645,0.058330384
0.113636893,0.057141852
0.12074534,0.060034467
0.1230768,0.0609832
0.1230768,0.0609832
0.1230768,0.0609832
0.125340184,0.061904231
0.1196118,0.0595732
0.087125612,0.046353712
0.08610525,0.0459385
0.089902301,0.04748362
0.09079455,0.0478467
0.214630969,0.121066282
0.222820555,0.12439884
0.217978321,0.122428408
0.219408419,0.123010352
0.215470735,0.121408005
0.213494911,0.12060399
0.28417725,0.1493665
0.1144143,0.0574582
0.112786039,0.056795618
0.127592838,0.062820895
0.089425251,0.047289496
0.105856131,0.053975655
0.110263935,0.055769307
0.106750286,0.05433951
0.103462417,0.05300159
0.09952635,0.0513999
0.071621989,0.040044879
0.073903599,0.040973326
0.07005075,0.0394055
0.069100716,0.039018906
0.076035879,0.041841007
0.1121505,0.056537
0.112968032,0.056869675
0.110853678,0.056009289
0.108470866,0.05503966
0.10943625,0.0554325
0.141530732,0.068492592
0.141598218,0.068520054
0.1466157,0.0705618
0.083244846,0.044774526
0.078735934,0.042939731
0.080699261,0.04373866
0.080925733,0.043830818
0.08356425,0.0449045
0.085022056,0.04549772
0.087114605,0.046349233
0.124523438,0.061571875
0.16632,0.07858
0.123876822,0.06130875
0.1241625,0.061425
0.12095719,0.060120675
0.091081741,0.047963566
0.0908061,0.0478514
0.09084075,0.0478655
0.0906444,0.0477856
0.089410664,0.04728356
0.088658227,0.046977374
0.089201112,0.047198288
0.216840635,0.121965453
0.284832805,0.149633263
0.246942487,0.134214692
0.349965,0.186003
0.349965,0.186003
0.315116824,0.16195663
0.257249892,0.138409047
0.128535561,0.063204514
0.089950776,0.047503346
0.089403145,0.0472805
0.089949471,0.047502815
0.089988649,0.047518758
0.088880715,0.04706791
0.091074418,0.047960586
0.124575447,0.061593039
0.12244155,0.0607247
0.1213332,0.060273683
0.123496388,0.061153942
0.1258488,0.0621112
0.12356749,0.061182875
0.081799988,0.044186575
0.081525213,0.044074762
0.080515882,0.043664038
0.123585,0.06119
0.118435271,0.059094439
0.1114575,0.056255
0.1114575,0.056255
0.083433169,0.04485116
0.11405625,0.0573125
0.087637011,0.046561814
0.086196079,0.045975461
0.06699,0.03816
0.079501179,0.043251129
0.120234784,0.059826709
0.122342717,0.060684482
0.123101228,0.060993141
0.088583499,0.046946965
0.087926269,0.046679521
0.0872025,0.046385
0.08864625,0.0469725
0.091413295,0.048098484
0.09009,0.04756
0.089848605,0.04746177
0.089692738,0.047398344
0.091642551,0.048191774
0.124647669,0.061622428
0.085657006,0.045756098
0.1121043,0.0565182
