0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.087,0.01,0.004,0.033666667
0.2,0.024,0.018,0.080666667
0.349,0.068,0.037,0.151333333
0.382,0.035,0.025,0.147333333
0.296,0.067,0.024,0.129
0.098,0.027,0.016,0.047
0.04,0.022,0.004,0.022
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.003,0.001
0.022,0.091,0.124,0.079
0.058,0.231,0.235,0.174666667
0.024,0.327,0.323,0.224666667
0.059,0.337,0.348,0.248
0.037,0.21,0.314,0.187
0.007,0.224,0.219,0.15
0.001,0.081,0.074,0.052
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.045,0.098,0.056,0.066333333
0.107,0.052,0.015,0.058
0.188,0.103,0.014,0.101666667
0.122,0.12,0.04,0.094
0.146,0.257,0.05,0.151
0.042,0.179,0.037,0.086
0.016,0.08,0.029,0.041666667
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.061,0.022,0.026,0.036333333
0.144,0.04,0.084,0.089333333
0.071,0.079,0.09,0.08
0.051,0.078,0.126,0.085
0.042,0.071,0.067,0.06
0.018,0.036,0.066,0.04
0.006,0.008,0.013,0.009
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.002,0,0.000666667
0.004,0.048,0.02,0.024
0.014,0.096,0.059,0.056333333
0.038,0.099,0.094,0.077
0.05,0.045,0.104,0.066333333
0.097,0.042,0.084,0.074333333
0.078,0.075,0.038,0.063666667
0.031,0.016,0.013,0.02
